property_type,mukim,scheme_name_area,tenure,land_parcel_area,unit_level,transaction_price,year,income_median_area,area_median_price
Condominium/Apartment,Kuala Lumpur Town Centre,TRIA SEPUTEH RESIDENCES,Leasehold,1517.7113664,24,1477000,2025,10655.9521268712,1096000.0
Condominium/Apartment,Kuala Lumpur Town Centre,THE BINJAI ON THE PARK,Freehold,3638.2017152,32,4400000,2024,10655.9521268712,4400000.0
Flat,Mukim Kuala Lumpur,PANGSAPURI CENDANA,Leasehold,624.3068032,4,250000,2022,10990.92508681991,230000.0
Flat,Mukim Kuala Lumpur,Others,Leasehold,688.8902656,2,260000,2022,10990.92508681991,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,CEMARA APARTMENT,Leasehold,742.7098176000001,16,380000,2022,10990.92508681991,332000.0
Low-Cost Flat,Mukim Kuala Lumpur,DESA PANTAI FLAT,Leasehold,613.5428928,4,150000,2021,11221.58385241534,210000.0
Condominium/Apartment,Mukim Setapak,Others,Freehold,1560.767008,16,550000,2025,10463.175280898877,400000.0
Town House,Mukim Petaling,Others,Freehold,1485.4196352,1,500000,2024,10346.591314693636,375000.0
Low-Cost Flat,Mukim Kuala Lumpur,Others,Freehold,656.5985344000001,2,160000,2022,10990.92508681991,455000.0
Town House,Mukim Kuala Lumpur,Others,Freehold,1313.1970688,0,820000,2022,10990.92508681991,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,VILLA FLORA  (TTDI FASA 7),Freehold,1474.6557248,5,800000,2024,11817.214210903478,922500.0
Condominium/Apartment,Mukim Petaling,KIARA RESIDENCE BUKIT JALIL 2,Leasehold,1033.3353984,4,530000,2022,10391.98036882808,600000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,1205.5579648,5,1020000,2023,11404.069648861696,1046500.0
Low-Cost Flat,Mukim Kuala Lumpur,Others,Leasehold,548.9594304,3,150000,2023,11404.069648861696,455000.0
Low-Cost Flat,Mukim Setapak,TMN MELATI,Freehold,581.2511616,4,220000,2023,9948.789325842698,220000.0
Low-Cost Flat,Mukim Petaling,Others,Leasehold,599.980365696,1,100000,2024,10346.591314693636,375000.0
Condominium/Apartment,Mukim Batu,LAMAN SCENARIA KIARA,Freehold,1011.8075776,16,623000,2021,10852.14496019228,675000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,850.3489216,1,275000,2022,10391.98036882808,375000.0
Condominium/Apartment,Mukim Kuala Lumpur,KONDOMINIUM PANTAI ESTET,Freehold,3476.7430592,19,2860000,2022,10990.92508681991,2209500.0
Low-Cost Flat,Mukim Setapak,BANDAR BARU WANGSA MAJU SEK 1,Leasehold,530.6607827199999,1,200000,2022,9434.403370786516,220000.0
Condominium/Apartment,Mukim Batu,MIZUMI RESIDENCES,Leasehold,936.4602048,20,565000,2023,11131.878210905812,499500.0
Flat,Mukim Batu,PUSAT KEPONG,Leasehold,914.932384,1,200000,2021,10852.14496019228,190000.0
Condominium/Apartment,Mukim Setapak,SKYMERIDIEN RESIDENCE,Leasehold,1323.9609792,14,799000,2021,9519.48052434457,783000.0
Condominium/Apartment,Mukim Setapak,RESIDENSI VISTA SAUJANA,Leasehold,807.29328,16,300000,2022,9434.403370786516,300000.0
Condominium/Apartment,Mukim Ulu Kelang,Others,Leasehold,921.39073024,3,370000,2024,11180.0,410000.0
Condominium/Apartment,Mukim Petaling,NIDOZ RESIDENCES @ DESA PETALING,Leasehold,1216.3218752,29,788000,2023,10369.28584176086,720000.0
Condominium/Apartment,Kuala Lumpur Town Centre,RESIDENSI STAR,Freehold,925.6962944,18,1680000,2024,10655.9521268712,1449000.0
Flat,Kuala Lumpur Town Centre,PANGSAPURI BANDAR BARU SENTUL,Leasehold,559.7233408,2,200000,2023,10479.465762561138,214000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1323.9609792,1,900000,2022,10990.92508681991,455000.0
Condominium/Apartment,Mukim Batu,SRI PUTRAMAS,Freehold,1097.9188608,24,388000,2023,11131.878210905812,630000.0
Low-Cost Flat,Mukim Kuala Lumpur,BGN SRI LEMPAH,Leasehold,557.57055872,4,180000,2021,11221.58385241534,185000.0
Low-Cost Flat,Mukim Kuala Lumpur,MIDAH RIA APARTMENT,Freehold,559.7233408,21,150000,2022,10990.92508681991,188000.0
Condominium/Apartment,Mukim Setapak,RESIDENSI SEMARAK PLATINUM,Leasehold,925.6962944,6,480000,2022,9434.403370786516,465000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,3358.3400448,1,2200000,2024,11817.214210903478,455000.0
Low-Cost Flat,Mukim Kuala Lumpur,DESA PANTAI FLAT,Leasehold,613.5428928,4,230000,2023,11404.069648861696,210000.0
Condominium/Apartment,Mukim Kuala Lumpur,BAYU TASIK CONDOMINIUM,Leasehold,904.1684736,2,327000,2022,10990.92508681991,395000.0
Condominium/Apartment,Mukim Petaling,RESIDENSI WALTZ,Freehold,1087.1549504,7,1044000,2021,10423.65357921872,1174000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,968.751936,28,875000,2024,11817.214210903478,1046500.0
Condominium/Apartment,Mukim Petaling,LE YUAN RESIDENCE,Freehold,1367.0166208,8,1000000,2023,10369.28584176086,792500.0
Condominium/Apartment,Mukim Cheras,CHERAS HEIGHTS CONDOMINIUM (BKT CHERAS),Freehold,1431.6000832,6,598000,2022,9098.617564621612,580000.0
Condominium/Apartment,Mukim Ampang,MENARA POLO,Leasehold,1485.4196352,6,480000,2022,10231.924081632653,510000.0
Condominium/Apartment,Mukim Setapak,SKYMERIDIEN RESIDENCE,Leasehold,581.2511616,23,452000,2021,9519.48052434457,783000.0
Flat,Mukim Petaling,DESA SRI PUTERI,Leasehold,602.7789824,8,118000,2024,10346.591314693636,233500.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,1431.6000832,0,800000,2023,11404.069648861696,455000.0
Flat,Mukim Ulu Kelang,PKNS ULU KELANG,Leasehold,871.8767424,13,320000,2022,9202.0,210000.0
Condominium/Apartment,Mukim Petaling,PR1MA ALAM DAMAI,Leasehold,990.2797568,5,370000,2024,10346.591314693636,347000.0
Condominium/Apartment,Mukim Kuala Lumpur,1 RAZAK MANSION,Leasehold,807.29328,11,310000,2022,10990.92508681991,296500.0
Low-Cost Flat,Mukim Setapak,Others,Leasehold,530.6607827199999,4,160000,2022,9434.403370786516,400000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,710.4180864,1,285000,2022,10302.979398251076,570000.0
Low-Cost Flat,Mukim Kuala Lumpur,Others,Freehold,570.4872512000001,9,190000,2024,11817.214210903478,455000.0
Flat,Kuala Lumpur Town Centre,TAMAN MIHARJA,Leasehold,798.897429888,10,260000,2024,10655.9521268712,250000.0
Condominium/Apartment,Mukim Setapak,RESIDENSI WANGSA 9,Leasehold,1625.3504704,10,1250000,2024,10463.175280898877,1380000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,2475.699392,8,1600000,2024,11745.298332582242,580000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,882.6406528,1,388000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,VISTA ANGKASA APARTMENT,Leasehold,882.6406528,10,425000,2022,10990.92508681991,350000.0
Condominium/Apartment,Mukim Petaling,TMN SRI CENDEKIA  (TMN CONNAUGHT),Leasehold,979.5158464,11,330000,2022,10391.98036882808,172500.0
Condominium/Apartment,Mukim Petaling,BANDAR TASIK SELATAN,Leasehold,854.008651136,1,280000,2024,10346.591314693636,230000.0
Condominium/Apartment,Kuala Lumpur Town Centre,THE ORION,Freehold,473.6120576,33,1104000,2024,10655.9521268712,1553000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,3971.8829376,16,3200000,2022,10302.979398251076,565000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1259.3775168,16,500000,2024,10346.591314693636,375000.0
Condominium/Apartment,Mukim Batu,THE WESTSIDE THREE (DESA PARKCITY),Freehold,1496.1835456,27,1103000,2025,11745.298332582244,1400000.0
Condominium/Apartment,Mukim Batu,RESIDENSI 22 MONT KIARA,Freehold,1883.68432,11,2050000,2024,11745.298332582242,2230000.0
Condominium/Apartment,Mukim Kuala Lumpur,CENGAL KONDOMINIUM,Leasehold,925.6962944,0,440000,2022,10990.92508681991,389000.0
Condominium/Apartment,Kuala Lumpur Town Centre,ONE COCHRANE RESIDENCES,Freehold,1054.8632192,36,1233000,2024,10655.9521268712,1104000.0
Condominium/Apartment,Mukim Ampang,CASA RIA,Leasehold,904.1684736,1,385000,2022,10231.924081632653,412500.0
Condominium/Apartment,Mukim Kuala Lumpur,SUASANA LUMAYAN CONDO(CASA IMPIAN),Leasehold,1140.9745024,23,455000,2022,10990.92508681991,495000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,914.932384,5,290000,2024,11745.298332582242,580000.0
Condominium/Apartment,Mukim Setapak,SKYMERIDIEN RESIDENCE,Leasehold,1345.4888,10,697000,2022,9434.403370786516,783000.0
Condominium/Apartment,Kuala Lumpur Town Centre,MENARA ORKID,Leasehold,850.3489216,6,265000,2022,10302.979398251076,285000.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,914.932384,8,390000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Petaling,THE Z RESIDENCE,Freehold,1410.0722624,24,650000,2024,10346.591314693636,650000.0
Condominium/Apartment,Mukim Petaling,PARAISO @ THE EARTH,Leasehold,1227.0857856,15,717000,2023,10369.28584176086,708000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,947.008836992,36,400000,2024,10346.591314693636,375000.0
Flat,Kuala Lumpur Town Centre,Others,Freehold,667.3624448,5,205000,2023,10479.465762561138,570000.0
Condominium/Apartment,Mukim Ampang,BAM VILLAS,Leasehold,936.4602048,12,340000,2023,10402.474040816329,340000.0
Condominium/Apartment,Mukim Setapak,RESIDENSI SEMARAK PLATINUM,Leasehold,1065.6271296,9,520000,2023,9948.789325842698,465000.0
Condominium/Apartment,Mukim Petaling,TMN SRI CENDEKIA  (TMN CONNAUGHT),Leasehold,979.5158464,1,265000,2021,10423.65357921872,172500.0
Condominium/Apartment,Mukim Batu,RESIDENSI SOUTH BROOKS,Freehold,1506.947456,14,1435000,2022,10518.458089229382,1030000.0
Condominium/Apartment,Mukim Setapak,SENTUL UTAMA KONDOMINIUM,Leasehold,828.8211008000001,5,310000,2024,10463.175280898877,350000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI HOLMES,Leasehold,1103.946650624,33,453000,2024,11817.214210903478,480000.0
Condominium/Apartment,Kuala Lumpur Town Centre,RESIDENSI STAR,Freehold,925.6962944,45,1800000,2023,10479.465762561138,1449000.0
Condominium/Apartment,Mukim Batu,RESIDENSI 22 MONT KIARA,Freehold,2023.6151552,13,2270000,2024,11745.298332582242,2220000.0
Condominium/Apartment,Kuala Lumpur Town Centre,PALM COURT,Leasehold,947.2241152,12,400000,2023,10479.465762561138,400000.0
Condominium/Apartment,Mukim Setapak,BENNINGTON RESIDENSE,Leasehold,1087.1549504,36,1000000,2024,10463.175280898877,760000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1087.1549504,2,430000,2021,10423.65357921872,375000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1001.0436672,25,300000,2025,10346.591314693636,375000.0
Flat,Mukim Kuala Lumpur,Others,Leasehold,818.0571904000001,0,200000,2023,11404.069648861696,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,1280.9053376,16,1128000,2023,11404.069648861696,1046000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,2368.060288,0,2678000,2023,10479.465762561138,565000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI LAMAN PERMAI (GOODWOOD),Leasehold,1184.030144,38,1034000,2022,10990.92508681991,1046500.0
Condominium/Apartment,Mukim Batu,SRI PUTRAMAS,Freehold,1044.0993088,14,650000,2024,11745.298332582242,630000.0
Condominium/Apartment,Mukim Setapak,IRAMA WANGSA,Freehold,1356.2527104,17,770000,2022,9434.403370786516,780000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1216.3218752,20,545000,2024,10346.591314693636,375000.0
Condominium/Apartment,Mukim Kuala Lumpur,BAYU TASIK CONDOMINIUM,Leasehold,914.932384,10,340000,2024,11817.214210903478,395000.0
Low-Cost Flat,Mukim Setapak,BANDAR BARU WANGSA MAJU SEK 4,Leasehold,527.4316096,0,260000,2022,9434.403370786516,205000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,885.977465024,8,238000,2023,10369.28584176086,375000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,2798.616704,36,1600000,2021,10310.3500074107,565000.0
Condominium/Apartment,Mukim Batu,RESIDENSI SOUTH BROOKS,Freehold,1237.849696,2,1050000,2022,10518.458089229382,1030000.0
Flat,Kuala Lumpur Town Centre,APARTMENT ABDULLAH HUKUM,Leasehold,750.0292766720002,9,340000,2024,10655.9521268712,341500.0
Condominium/Apartment,Mukim Setapak,VILLA WANGSAMAS CONDO,Freehold,1270.1414272,4,500000,2022,9434.403370786516,494000.0
Condominium/Apartment,Mukim Petaling,PARAISO @ THE EARTH,Leasehold,1227.0857856,10,703000,2022,10391.98036882808,714500.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1065.6271296,17,495000,2022,10302.979398251076,570000.0
Condominium/Apartment,Mukim Batu,TWY DUPLEX CONDOS MONT KIARA,Freehold,645.8346240000001,25,555000,2024,11745.298332582242,735000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,818.0571904000001,12,330000,2021,11221.58385241534,455000.0
Low-Cost Flat,Mukim Petaling,DESA PETALING,Leasehold,505.9037888,3,150000,2023,10369.28584176086,145000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,957.9880256,17,435000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1259.3775168,9,700000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,796.5293696,21,262000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1550.0030976,3,690000,2022,9434.403370786516,400000.0
Condominium/Apartment,Mukim Kuala Lumpur,SUASANA LUMAYAN CONDO(CASA IMPIAN),Leasehold,1140.9745024,21,485000,2024,11817.214210903478,495000.0
Condominium/Apartment,Kuala Lumpur Town Centre,RESIDENSI STAR,Freehold,1356.2527104,37,2583000,2021,10310.3500074107,1449000.0
Condominium/Apartment,Mukim Setapak,SKYMERIDIEN RESIDENCE,Leasehold,1323.9609792,21,833000,2021,9519.48052434457,783000.0
Condominium/Apartment,Mukim Petaling,ARENA GREEN,Freehold,731.9459072,2,265000,2021,10423.65357921872,300000.0
Condominium/Apartment,Mukim Petaling,KIARA RESIDENCE BUKIT JALIL 2,Leasehold,1560.767008,28,750000,2023,10369.28584176086,600000.0
Condominium/Apartment,Mukim Setapak,PLATINUM LAKE CONDO PV12,Leasehold,1205.5579648,12,400000,2022,9434.403370786516,450000.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,1506.947456,15,575000,2023,10479.465762561138,565000.0
Condominium/Apartment,Mukim Kuala Lumpur,RESIDENSI PANTAI SENTRAL 2,Leasehold,1474.6557248,40,1389000,2023,11404.069648861696,1293500.0
Condominium/Apartment,Mukim Kuala Lumpur,ABADI INDAH APARTMENT,Leasehold,807.29328,11,400000,2025,11817.214210903478,300000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1517.7113664,21,580000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,947.2241152,34,450000,2022,9434.403370786516,400000.0
Low-Cost Flat,Mukim Petaling,Others,Freehold,664.994384512,0,140000,2021,10423.65357921872,375000.0
Low-Cost Flat,Mukim Kuala Lumpur,DESA PANTAI FLAT,Leasehold,613.5428928,20,223000,2023,11404.069648861696,210000.0
Low-Cost Flat,Mukim Setapak,SENTUL MURNI,Leasehold,678.1263552,5,200000,2022,9434.403370786516,190000.0
Condominium/Apartment,Mukim Batu,PAVILION HILTOP MONT KIARA,Freehold,1496.1835456,28,1600000,2025,11745.298332582244,1800000.0
Condominium/Apartment,Mukim Batu,RESIDENSI SOUTH BROOKS,Freehold,957.9880256,23,900000,2022,10518.458089229382,1031000.0
Condominium/Apartment,Mukim Batu,11 MONT KIARA,Freehold,3304.5204928000003,8,3180000,2024,11745.298332582242,2785000.0
Condominium/Apartment,Mukim Kuala Lumpur,KETUMBAR HEIGHTS,Freehold,904.1684736,2,275000,2024,11817.214210903478,300000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,1097.9188608,36,499000,2021,10423.65357921872,375000.0
Condominium/Apartment,Mukim Petaling,BANDAR TASIK SELATAN,Leasehold,853.901012032,6,290000,2023,10369.28584176086,230000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1227.0857856,1,1100000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,4200.0,8,2200000,2023,11404.069648861696,455000.0
Low-Cost Flat,Mukim Petaling,Others,Leasehold,731.9459072,5,115000,2024,10346.591314693636,375000.0
Flat,Mukim Ampang,DESA PANDAN,Leasehold,947.2241152,4,400000,2023,10402.474040816329,300000.0
Condominium/Apartment,Mukim Batu,LAMAN SCENARIA KIARA,Freehold,1237.849696,19,695000,2023,11131.878210905812,670000.0
Condominium/Apartment,Mukim Petaling,PR1MA ALAM DAMAI,Leasehold,990.2797568,11,333000,2021,10423.65357921872,347000.0
Condominium/Apartment,Mukim Petaling,RESIDENSI PARK @ PAVILION BUKIT JALIL,Freehold,1044.0993088,8,1005000,2021,10423.65357921872,1000000.0
Condominium/Apartment,Mukim Setapak,M CENTURA,Freehold,656.5985344000001,25,311000,2023,9948.789325842698,555000.0
Condominium/Apartment,Mukim Batu,RESIDENSI SOUTH BROOKS,Freehold,1151.7384128,7,1025000,2023,11131.878210905812,1031000.0
Low-Cost Flat,Mukim Ampang,DESA PANDAN,Leasehold,721.1819968,3,290000,2024,10573.024,300000.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,1065.6271296,9,460000,2022,10518.458089229382,580000.0
Condominium/Apartment,Mukim Petaling,Others,Leasehold,861.112832,12,215000,2024,10346.591314693636,375000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1087.1549504,5,600000,2021,9519.48052434457,400000.0
Condominium/Apartment,Mukim Batu,Others,Leasehold,1011.8075776,16,500000,2024,11745.298332582242,580000.0
Condominium/Apartment,Mukim Ulu Kelang,Others,Leasehold,1173.2662336,0,475000,2021,9351.666666666666,395000.0
Flat,Mukim Petaling,Others,Freehold,904.1684736,2,195000,2024,10346.591314693636,375000.0
Condominium/Apartment,Kuala Lumpur Town Centre,MENARA ORKID,Leasehold,850.3489216,18,290000,2021,10310.3500074107,285000.0
Low-Cost Flat,Mukim Kuala Lumpur,Others,Leasehold,656.5985344000001,11,230000,2024,11817.214210903478,455000.0
Condominium/Apartment,Mukim Petaling,Others,Freehold,1105.023041664,9,713000,2023,10369.28584176086,375000.0
Condominium/Apartment,Mukim Batu,SRI PUTRAMAS II,Freehold,1280.9053376,6,850000,2024,11745.298332582242,800000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1130.210592,18,398000,2023,11131.878210905812,580000.0
Low-Cost Flat,Mukim Batu,Others,Leasehold,645.8346240000001,17,35000,2023,11131.878210905812,580000.0
Condominium/Apartment,Mukim Kuala Lumpur,PANGSAPURI CENDANA,Leasehold,624.3068032,16,250000,2022,10990.92508681991,230000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Freehold,1257.22473472,19,590000,2024,11817.214210903478,455000.0
Flat,Mukim Batu,TMN SRI MURNI MEDIUM COST FLAT,Leasehold,764.2376384,13,155000,2022,10518.458089229382,190000.0
Town House,Mukim Petaling,Others,Freehold,1162.5023232,1,660000,2025,10346.591314693636,375000.0
Flat,Mukim Petaling,ANGKASA CONDOMINIUM,Freehold,925.6962944,21,600000,2024,10346.591314693636,440000.0
Condominium/Apartment,Mukim Batu,THE WESTSIDE ONE (DESA PARKCITY),Freehold,1356.2527104,8,990000,2022,10518.458089229382,1280000.0
Condominium/Apartment,Mukim Kuala Lumpur,Others,Leasehold,1216.3218752,13,450000,2025,11817.214210903478,455000.0
Low-Cost Flat,Mukim Setapak,BANDAR BARU WANGSA MAJU SEK 1,Leasehold,530.6607827199999,1,190000,2023,9948.789325842698,220000.0
Low-Cost Flat,Mukim Setapak,BANDAR BARU WANGSA MAJU SEK 1,Leasehold,530.6607827199999,5,200000,2023,9948.789325842698,220000.0
Condominium/Apartment,Mukim Batu,Others,Freehold,1614.58656,38,768000,2025,11745.298332582244,580000.0
Condominium/Apartment,Mukim Kuala Lumpur,VILLA FLORA  (TTDI FASA 7),Freehold,1248.6136064,6,750000,2025,11817.214210903478,922500.0
Condominium/Apartment,Mukim Petaling,NIDOZ RESIDENCES @ DESA PETALING,Leasehold,1216.3218752,32,685000,2024,10346.591314693636,720000.0
Condominium/Apartment,Mukim Setapak,Others,Leasehold,1237.849696,23,490000,2025,10463.175280898877,400000.0
Condominium/Apartment,Kuala Lumpur Town Centre,RESIDENSI SETIA SKY SEPUTEH,Freehold,2346.5324672,11,3153000,2024,10655.9521268712,3205500.0
Condominium/Apartment,Kuala Lumpur Town Centre,Others,Freehold,3971.8829376,26,3800000,2025,10655.9521268712,565000.0
Condominium/Apartment,Mukim Kuala Lumpur,PANTAI PANORAMA KONDO,Freehold,1151.7384128,12,500000,2025,11817.214210903478,510000.0
Condominium/Apartment,Mukim Petaling,RESIDENSI PARK @ PAVILION BUKIT JALIL,Freehold,1044.0993088,20,928000,2022,10391.98036882808,1000000.0
